front;back;tags;section
milli/liiter, milli/liitri, milli/liitrit;millilitre;;14
Mis edasi?;What next?;;14
pitsa/tainas, pitsa/taina, pitsa/tainast;pizza dough;;14
segama, sega/da, sega/n;to mix;;14
singi/pitsa, singi/pitsa, singi/pitsat;ham pizza;;14
sõtkuma, sõtku/da, sõtku/n;to knead;;14
tainas, taina, tainast;dough;;14
üle/jäänud;the rest;;14
küpsetama, küpseta/da, küpseta/n;to bake, to roast;;14
määrima, määri/da, määri/n;to spread;;14
nuga, noa, nuga;knife;;14
Oh sa poiss!;Oh boy!;;14
partii, partii, partiid;a set;;14
riivitud;grated;;14
rullima, rulli/da, rulli/n;to roll;;14
tükkideks lõikama, tükkideks lõiga/ta,lõika/n tükkideks;to cut into pieces;;14
Vaeseke!;Poor you!;;14
võitma, võit/a, võida/n;to win;;14
õhukeseks rullima, õhukeseks rulli/da, rulli/n õhukeseks;to roll thin;;14
aed/vili, aed/vilja, aed/vilja;vegetable;;14
keema ajama, keema aja/da, aja/n keema;to bring to boil;;14
kloppima, kloppi/da, klopi/n;to whisk;;14
kraam, kraami, kraami;stuff;;14
kuivik, kuiviku, kuivikut;crouton;;14
kuumutama, kuumuta/da, kuumuta/n;to heat;;14
on olemas;there is;;14
on otsas;to be out of something;;14
piima-aed/vilja/supp, piima-aed/vilja/supi, piima-aed/vilja/suppi;vegetable soup wih milk;;14
põhi/mõtteliselt;in principle;;14
saia/kuivik, saia/kuiviku, saia/kuivikut;crouton;;14
serveerima, serveeri/da, serveeri/n;to serve;;14
sulatatud;melted;;14
supp, supi, suppi;soup;;14
till, tilli, tilli;dillweed;;14
värske kraam;fresh stuff;;14
õlle/supp, õlle/supi, õlle/suppi;beer soup;;14
koorima, koori/da, koori/n puhtaks;to peel;;14
pehmeks keetma, pehmeks keet/a, keeda/n pehmeks;to boil until tender;;14
puhtaks pesema, puhtaks pes/ta, pese/n puhtaks;to wash clean;;14
Eneli, Eneli, Enelit;Eneli (female name);;15
Kaspar, Kaspari, Kasparit;Kaspar (male name);;15
kaugel;far away;;15
kuskile;somewhere;;15
kõlab hästi;sounds good;;15
mees/koor, mees/koori, mees/koori;male choir;;15
pilet, pileti, piletit;ticket;;15
aru/saadav, aru/saadava, aru/saadavat;understandable;;15
ehk;maybe;;15
hoolitsema … eest, hoolitse/da … eest, hoolitse/n … eest;to take care of …;;15
keegi, kellegi, kedagi;someone;;15
muretsema … pärast, muretse/da … pärast, muretse/n … pärast;to worry about …;;15
mõni teine kord;some other time;;15
ruttu;fast, soon;;15
välja minema, välja min/na, lähe/n välja;to go out;;15
bänd, bändi, bändi;band;;15
Heiki, Heiki, Heikit;Heiki (male name);;15
koori/muusika, koori/muusika, koori/muusikat;choir music;;15
linna/orkester, linna/orkestri, linna/orkestrit;town orchestra;;15
maha müüma, maha müü/a, müü/n maha;to sell;;15
mitte keegi, mitte kellegi, mitte kedagi;no one;;15
okei;OK;;15
on üle;spare, is over;;15
pakkumine, pakkumise, pakkumist;offer;;15
peale käima, peale käi/a, käi/n peale;harrass, insist;;15
šeff, šefi, šeffi;cool;;15
välis/maa oma;of foreign origin;;15
ära unustama, ära unusta/da, unusta/n ära;to forget;;15
film, filmi, filmi;film;;15
hilisem, hilisema, hilisemat;later;;15
kuskil;somewhere;;15
loomulikult;naturally;;15
peal/kiri, peal/kirja, peal/kirja;title, headline;;15
pileti/müüja, pileti/müüja, pileti/müüjat;box office assistant;;15
rida, rea, rida;row;;15
seanss, seansi, seanssi;show (inthe cinema);;15
see/sama, selle/sama, seda/sama;this one;;15
sula/raha, sula/raha, sula/raha;cash;;15
taga/pool;rear, back;;15
Tervist!;Hello!;;15
hakkab paistma;starts to show;;15
kooli/maja, kooli/maja, kooli/maja;shchool buliding;;15
kõige kiiremini;fastest;;15
maha tulema, maha tul/la, tule/n maha;to get off;;15
Marta, Marta, Martat;Marta (female name);;15
mööda;by, along, past;;15
pagan, pagana, paganat;devil;;15
paremat kätt;on the right hand side;;15
Paul, Pauli, Pauli;Paul (male name);;15
peatus, peatuse, peatust;stop, bus stop;;15
pöörama, pööra/ta, pööra/n;to turn;;15
ristmik, ristmiku, ristmikku;crossing;;15
silma/pilk, silma/pilgu,silma/pilku;instantly, at once;;15
sisse magama, sisse maga/da, maga/n sisse;to sleep in;;15
suusa/keskus, suusa/keskuse, suusa/keskust;ski centre;;15
suusatama, suusata/da, suusata/n;to ski;;15
suusk, suusa, suuska;ski;;15
üle;over, accross;;15
bussi peale istuma, bussi peale istu/da, istu/n bussi peale;to get on a bus;;15
kaas/reisija, kaas/reisija, kaas/reisijat;co-passanger;;15
kelgu/mägi, kelgu/mäe, kelgu/mäge;sledging slope;;15
maha minema, maha min/na, lähe/n maha;to get off;;15
suunal;in direction;;15
suund, suuna, suunda;direction;;15
vale , vale, valet;wrong;;15
valele poole;to the wrong direction;;15
väljuma, välju/da, välju/n;to get off;;15
asfalt, asfaldi, asfalti;asphalt;;15
asfalt/tee, asfalt/tee, asfalt/teed;asphalt road;;15
hobune, hobuse, hobust;horse;;15
Kai, Kai, Kaid;Kai (female name);;15
kruus, kruusa, kruusa;gravel;;15
kruusa/tee, kruusa/tee, kruusa/teed;gravel road;;15
Kummale poole?;To which direction?;;15
paremal pool;on the right;;15
peaaegu;almost;;15
post/kast, post/kasti, post/kasti;mailbox;;15
põld, põllu, põldu;field;;15
sild, silla, silda;bridge;;15
vasakut kätt;on the left hand side;;15
väljas;outside;;15
ära eksima, ära eksi/da, eksi/n ära;to get lost;;15
edasi;further;;15
jala;by foot;;15
kohalik, kohaliku, kohalikku;local (person);;15
kuju, kuju, kuju;statue;;15
kuningas, kuninga, kuningat;king;;15
mööda minema, mööda min/na, lähe/n mööda;go past;;15
pärast seda;after that;;15
see/järel;after that;;15
seletama, seleta/da, seleta/n;to explain;;15
sellegi/poolest;anyway;;15
siin/samas;right here;;15
valgus/foor, valgus/foori, valgus/foori;traffic lights;;15
abielluma, abiellu/da, abiellu/n;to marry;;16
Häid pühi!;Happy Holidays!;;16
Ilusaid pühi!;Happy Holidays!;;16
jõulu/vana, jõulu/vana, jõulu/vana;Santa Claus;;16
kadri/päev, kadri/päeva, kadri/päeva;St Catherine's Day;;16
kingitus, kingituse, kingitust;present, gift;;16
kinkima, kinki/da, kingi/n;to give, to present;;16
kohtuma, kohtu/da, kohtu/n;to meet;;16
kuduma, kudu/da, koo/n;to knit;;16
nalja/mees, nalja/mehe, nalja/meest;joker;;16
nõu küsima, nõu küsida, küsi/n nõu;to ask for advice;;16
närvis olema, närvis ol/la, ole/n närvis;to be nervous;;16
Palju õnne!;Congratulations!;;16
praktiline, praktilise, praktilist;practical;;16
pulmad;wedding;;16
pähe õppima, pähe õppi/da, õpi/n pähe;to learn by heart;;16
päka/pikk, päka/piku, päka/pikku;Santa's helper;;16
tutvustama, tutvusta/da, tutvusta/n;to introduce;;16
venna/laps, venna/lapse, venna/last;nephew, niece;;16
villane, villase, villast;woollen;;16
ära kuluma, ära kulu/da, kulu/b ära;to be of use;;16
aasta/päev, aasta/päeva, aasta/päeva;anniversary;;16
Appikene!;Oh dear me!;;16
haridus/minister, haridus/ministri, haridus/ministrit;Minister of Education;;16
Head vabariigi aastapäeva!;Happy Independance Day!;;16
kaitse/minister, kaitse/ministri, kaitse/ministrit;Minister of Defence;;16
kaitse/vägi, kaitse/väe, kaitse/väge;military;;16
kultuuri/minister, kultuuri/ministri, kultuuri/ministrit;Minister of Culture;;16
marssima, marssi/da, marsi/n;to march;;16
minu arvates;to my mind;;16
Olge kuss!;Be quiet!;;16
paraad, paraadi, paraadi;parade;;16
poliitik, poliitiku, poliitikut;politician;;16
president, presidendi,presidenti;president;;16
Pssst!;Hush!;;16
rahvas, rahva, rahvast;people, nation, folk;;16
sotsiaal/minister, sotsiaal/ministri, sotsiaal/ministrit;Minister of Social Affairs;;16
tank, tanki, tanki;tank;;16
Tasa!;Be quiet!;;16
telekas, teleka, telekat;TV (slang);;16
täielik, täieliku, täielikku;total;;16
vaba/riik, vaba/riigi,vaba/riiki;republic;;16
vaidlema, vaiel/da, vaidle/n;to argue;;16
välja ütlema, välja ütel/da, ütle/n välja;to say out loud;;16
öö/särk, öö/särgi, öö/särki;nightgown;;16
absoluutselt;really, absolutely;;16
grillima, grilli/da, grilli/n;to barbeque;;16
jaani/päev, jaani/päeva, jaani/päeva;Midsummer's day;;16
julgesti;baldly;;16
juttu ajama, juttu aja/da, aja/n juttu;to chat;;16
laulu/pidu, laulu/peo, laulu/pidu;song festival;;16
loodetavasti;hopefully;;16
maale minema, maale min/na, lähe/n maale;to go to the countryside;;16
Maksim, Maksimi, Maksimi;Maksim (male name);;16
muudkui;only, nothing but;;16
saunas käima, saunas käi/a, käi/n saunas;to go to sauna;;16
teised;others;;16
traditsioon, traditsiooni, traditsiooni;tradition;;16
õues istuma, õues istu/da, istu/n õues;to sit outside;;16
abi/kaasa, abi/kaasa, abi/kaasat;spouse;;17
aeglane, aeglase, aeglast;slow;;17
ahi, ahju, ahju;stove, oven;;17
aia/pidaja, aia/pidaja, aia/pidajat;garden keeper;;17
Aleksander, Aleksandri, Aleksandrit;Aleksander (male name);;17
Aleksandra, Aleksandra, Aleksandrat;Aleksandra (female name);;17
Anastassia, Anastassia, Anastassiat;Anastassia (female name);;17
andeks andma, andeks and/a, anna/n andeks;to forgive;;17
Andrus, Andruse, Andrust;Andrus (male name);;17
Anneli, Anneli, Annelit;Anneli (female name);;17
aprill, aprilli, aprilli;April;;17
apteek, apteegi, apteeki;pharmacy;;17
arbuus, arbuusi, arbuusi;watermelon;;17
arm, armi, armi;scar;;17
aru saama, aru saa/da, saa/n aru;to understand;;17
Arvo, Arvo, Arvot;Arvo (male name);;17
au/hind, au/hinna, au/hinda;prize;;17
august, augusti, augustit;August;;17
auk, augu, auku;hole;;17
austatud;honoured;;17
auto, auto, autot;car;;17
autot juhtima, autot juhti/da, juhi/n autot;to drive a car;;17
avaldus, avalduse, avaldust;application;;17
bensiini/jaam, bensiini/jaama, bensiini/jaama;petrol station;;17
Berliin, Berliini, Berliini;Berlin;;17
buss, bussi, bussi;bus;;17
bussi/jaam, bussi/jaama, bussi/jaama;bus station;;17
bussi/juht, bussi/juhi,bussi/juhti;bus driver;;17
büroo/tarvete pood, büroo/tarvete poe,büroo/tarvete poodi;stationery shop;;17
detsember, detsembri, detsembrit;December;;17
diivan, diivani, diivanit;sofa;;17
disko, disko, diskot;disco;;17
doktor, doktori, doktorit;doctor;;17
dokument, dokumendi, dokumenti;document;;17
edel, edela, edelat;southwest;;17
edela/tuul, edela/tuule, edela/tuult;southwestern wind;;17
Edela-Eesti, Edela-Eesti, Edela-Eestit;southwestern Estonia;;17
Eerik, Eeriku, Eerikut;Eerik (male name);;17
ees;in front;;17
eile;yesterday;;17
elektrik, elektriku, elektrikku;electrician;;17
elektroonika/kauplus, elektroonika/kaupluse, elektroonika/kauplust;electronics shop;;17
elevant, elevandi, elevanti;elephant;;17
elu/kaaslane, elu/kaaslase, elu/kaaslast;partner;;17
Ene, Ene, Enet;Ene (female name);;17
era/maa, era/maa, era/maad;private land;;17
esimene, esimese, esimest;first;;17
esmas/päev, esmas/päeva, esmas/päeva;Monday;;17
Esmaspäevani!;Till Monday!;;17
Eve, Eve, Evet;Eve (female name);;17
foto/pood, foto/poe, foto/poodi;photography shop;;17
fotograaf, fotograafi, fotograafi;photographer;;17
füüsilisest isikust ette/võtja, füüsilisest isikust ette/võtja, füüsilisest isikust ette/võtjat;self-employed;;17
Georg, Georgi, Georgit;Georg (male name);;17
Haanja, Haanja, Haanjat;Haanja (Estonian place name);;17
Haapsalu, Haapsalu, Haapsalu;Haapsalu (Estonian place name);;17
Haaslava, Haaslava, Haaslava;Haaslava (Estonian place name);;17
habeme/ajamis/masin, habeme/ajamis/masina, habeme/ajamis/masinat;electric shaver;;17
habeme/ajamis/vaht, habeme/ajamis/vahu, habeme/ajamis/vahtu;shaving foam;;17
haige;sick, ill;;17
haigla, haigla, haiglat;hospital;;17
hakkima, hakki/da, haki/n;to chop;;17
halb, halva, halba;bad;;17
hall, halli, halli;grey;;17
halvaa, halvaa, halvaad;halva;;17
hamba/arst, hamba/arsti, hamba/arsti;dentist;;17
hamba/hari, hamba/harja, hamba/harja;toothbrush;;17
hamba/pasta, hamba/pasta, hamba/pastat;toothpaste;;17
hapu/koor, hapu/koore, hapu/koort;sour cream, smetana;;17
haridus, hariduse, haridust;education;;17
Harju/maa, Harju/maa, Harju/maad;Harju County;;17
hea, hea, head;good;;17
Heade soovidega;All good wishes;;17
hele/kollane, hele/kollase, hele/kollast;light yellow;;17
hele/punane, hele/punase, hele/punast;light red;;17
hele/sinine, hele/sinise, hele/sinist;light blue;;17
helistama, helista/da, helista/n;to call (on the phone);;17
Helsingi, Helsingi, Helsingit;Helsinki;;17
hernes, herne, hernest;pea;;17
hiidlane, hiidlase, hiidlast;inhabitant of the island of Hiiumaa;;17
Hiina , Hiina, Hiinat;China;;17
hiina keel, hiina keele, hiina keelt;Chinese;;17
hiinlane, hiinlase, hiinlast;Chinese;;17
Hiiu/maa, Hiiu/maa, Hiiu/maad;island of Hiiumaa, Hiiumaa County;;17
Hille, Hille, Hillet;Hille (female name);;17
Hispaania , Hispaania, Hispaaniat;Spain;;17
hispaania keel, hispaania keele, hispaania keelt;Spanish;;17
hispaanlane, hispaanlase, hispaanlast;Spanish;;17
hobi, hobi, hobi;hobby;;17
hobuse/saba, hobuse/saba, hobuse/saba;ponytail;;17
hommikune, hommikuse, hommikust;morning;;17
häda/abi/telefon, häda/abi/telefoni, häda/abi/telefoni;emergency phone;;17
ida, ida, ida;east;;17
ida/tuul, ida/tuule, ida/tuult;eastern wind;;17
Ida-Eesti, Ida-Eesti, Ida-Eestit;eastern Estonia;;17
Ida-Viru/maa, Ida-Viru/maa, Ida-Viru/maad;East Viru County;;17
ilu/salong, ilu/salongi, ilu/salongi;beauty salon;;17
inetu, inetu, inetut;ugly;;17
inglane, inglase, inglast;English(man)/English(woman);;17
Inglis/maa , Inglis/maa, Inglis/maad;England;;17
insener, inseneri, inseneri;engineer;;17
istet võtma, istet võt/ta, võta/n istet;to sit down;;17
istuma, istu/da, istu/n;to sit;;17
Itaalia , Itaalia , Itaaliat;Italy;;17
itaalia keel, itaalia keele, itaalia keelt;Italian;;17
itaallane, itaallase, itaallast;Italian;;17
ja nii edasi;etc.;;17
ja teised;et al;;17
jaanuar, jaanuari, jaanuari;January;;17
Jaapan, Jaapani, Jaapanit;Japan;;17
jaapani keel, jaapani keele, jaapani keelt;Japanese;;17
jaapanlane, jaapanlase, jaapanlast;Japanese;;17
jahe, jaheda, jahedat;cool;;17
jakk, jaki, jakki;jacket;;17
jalg, jala, jalga;foot, leg;;17
jalg/palli/treener, jalg/palli/treeneri, jalg/palli/treenerit;football coach;;17
jalg/ratas, jalg/ratta, jalg/ratast;bicycle, bike;;17
jalgsi;by foot;;17
Jane, Jane, Janet;Jane (female name);;17
Jelena, Jelena, Jelenat;Jelena (female name);;17
jne (ja nii edasi);etc.;;17
jooma, juu/a, joo/n;to drink;;17
jt (ja teised);et al;;17
jume, jume, jumet;complexion;;17
juubeli/pidu, juubeli/peo,juubeli/pidu;anniversary party;;17
juukse/hari, juukse/harja, juukse/harja;hairbrush;;17
juuli, juuli, juulit;July;;17
juuni, juuni, juunit;June;;17
juveeli/kauplus, juveeli/kaupluse, juveeli/kauplust;jewellery shop;;17
Jõgeva, Jõgeva, Jõgevat;Jõgeva (Estonian place name);;17
Jõgeva/maa, Jõgeva/maa, Jõgeva/maad;Jõgeva County;;17
jõgi, jõe, jõge;river;;17
Jõhvi, Jõhvi, Jõhvit;Jõhvi;;17
Järva/maa, Järva/maa, Järva/maad;Järva County;;17
kaalikas, kaalika, kaalikat;turnip;;17
Kaarel, Kaarli, Kaarlit;Kaarel (male name);;17
kael, kaela, kaela;neck;;17
kaela/kee, kaela/kee, kaela/keed;necklace;;17
kagu, kagu, kagu;southeast;;17
Kagu-Eesti, Kagu-Eesti, Kagu-Eestit;southeastern Estonia;;17
kahe/eurone, kahe/eurose, kahe/eurost;two euro coin;;17
kahe/kümne/eurone, kahe/kümne/eurose, kahe/kümne/eurost;twenty euro note;;17
kahe/kümne/sendine, kahe/kümne/sendise, kahe/kümne/sendist;twenty cent coin;;17
kahe/sendine, kahe/sendise, kahe/sendist;two cent coin;;17
kahe/teist/kümnes, kahe/teist/kümnenda, kahe/teist/kümnendat;twelfth;;17
kahekesi;two of us togehther;;17
kaheksa, kaheksa, kaheksat;eight;;17
kaheksa/kümmend, kaheksa/kümne, kaheksat/kümmend;eighty;;17
kaheksa/sada, kaheksa/saja,kaheksat/sada;eight hundred;;17
kaheksa/teist, kaheksa/teist/kümne, kaheksat/teist/kümmet;eighteen;;17
kaheksakesi;eight of us together;;17
kaheksas, kaheksanda, kaheksandat;eighth;;17
kahvel, kahvli, kahvlit;fork;;17
kakao, kakao, kakaod;cocoa;;17
kaks, kahe, kaht(e);two;;17
kaks/kümmend, kahe/kümne, kaht/kümmend;twenty;;17
kaks/sada, kahe/saja, kaht/sada;two hundred;;17
kala, kala, kala;fish;;17
Kalev, Kalevi, Kalevit;Kalev (male name);;17
kallistama, kallista/da, kallista/n;to hug;;17
kalur, kaluri, kalurit;fisherman;;17
kamm, kammi, kammi;comb;;17
kana, kana, kana;chicken;;17
kann, kannu, kannu;jug;;17
kapsa/pirukas, kapsa/piruka, kapsa/pirukat;cabbage salad;;17
kapsa/salat, kapsa/salati, kapsa/salatit;cabbage salad;;17
kapsas, kapsa, kapsast;cabbage;;17
Karel, Kareli, Karelit;Karel (male name);;17
kartul, kartuli, kartulit;potato;;17
kartuli/põld, kartuli/põllu,kartuli/põldu;potatoe field;;17
kasukas, kasuka, kasukat;fur coat;;17
Kati, Kati, Katit;Kati (female name);;17
katus, katuse, katust;roof;;17
kaubandus/keskus, kaubandus/keskuse, kaubandus/keskust;hypermarket;;17
Kaur, Kauri, Kauri;Kaur (male name);;17
Kaur-Mattias, Kaur-Mattiase, Kaur-Mattiast;Kaur-Mattias (male name);;17
kauss, kausi, kaussi;bowl;;17
keefir, keefiri, keefirit;kephir;;17
keel , keele, keelt;tongue;;17
keerama, keera/ta, keera/n;to turn;;17
ketšup, ketšupi, ketšupit;ketchup;;17
Kiiev, Kiievi, Kiievit;Kiev;;17
kiir/abi/haigla, kiir/abi/haigla, kiir/abi/haiglat;emergency ward;;17
kiire, kiire, kiiret;fast;;17
kiisu, kiisu, kiisut;pussycat;;17
kiivi, kiivi, kiivit;kiwi;;17
kilu, kilu, kilu;Baltic sprat;;17
kinga/pood, kinga/poe, kinga/poodi;shoe shop;;17
kinke/kaart, kinke/kaardi,kinke/kaarti;gift voucher;;17
kinnas, kinda, kinnast;glove;;17
kirde/tuul, kirde/tuule, kirde/tuult;northeastern wind;;17
Kirde-Eesti, Kirde-Eesti, Kirde-Eestit;northeastern Estonia;;17
kirik, kiriku, kirikut;church;;17
kirju, kirju, kirjut;multicoloured, mottled;;17
kirre, kirde, kirret;northeast;;17
kirurg, kirurgi, kirurgi;surgeon;;17
koguma, kogu/da, kogu/n;to collect;;17
Kohtla-Järve, Kohtla-Järve, Kohtla-Järvet;Kohtla-Järve (Estonian place name);;17
kohu/piima/pirukas, kohu/piima/piruka, kohu/piima/pirukat;cheese pie;;17
kohutav, kohutava, kohutavat;terrible;;17
kohvik, kohviku, kohvikut;coffee-shop;;17
Koit, Koidu, Koitu;Koit (male name);;17
kokk, koka, kokka;chef;;17
kollane, kollase, kollast;yellow;;17
kollektiiv, kollektiivi, kollektiivi;workforce, colleagues;;17
kolm/kümmend, kolme/kümne, kolme/kümmend;thirty;;17
kolm/sada, kolme/saja,kolme/sada;three hundred;;17
kolm/teist, kolme/teist/kümne, kolme/teist/kümmet;thirteen;;17
kolma/päev, kolma/päeva, kolma/päeva;Wednesday;;17
Kolmapäevani!;Till Wednesday!;;17
kolmas, kolmanda, kolmandat;third;;17
kolme/nädalane, kolme/nädalase, kolme/nädalast;three-weeks-old;;17
kolmekesi;three of us together;;17
konserv, konservi, konservi;tinned food;;17
kontor, kontori, kontorit;office;;17
kool, kooli, kooli;school;;17
koristaja, koristaja, koristajat;cleaner, cleaning woman, janitor;;17
korrus/maja, korrus/maja, korrus/maja;storey house;;17
korsten, korstna, korstent;chimney;;17
kortsus;wrinkled, creased;;17
kosmeetik, kosmeetiku, kosmeetikut;beautician;;17
kosmeetika/kauplus, kosmeetika/kaupluse, kosmeetika/kauplust;cosmetics shop;;17
kosmos, kosmose, kosmost;space, universe;;17
kraadi/klaas, kraadi/klaasi, kraadi/klaasi;thermometer;;17
kraan , kraani, kraani;tap;;17
kraani/kauss, kraani/kausi,kraani/kaussi;sink;;17
Kristiina, Kristiina, Kristiinat;Kristiina (female name);;17
Kristina, Kristina, Kristinat;Kristina (female name);;17
kruus, kruusi, kruusi;mug;;17
Kui kauaks?;For how long?;;17
kuivatama, kuivata/da, kuivata/n;to dry;;17
kultuuri/maja, kultuuri/maja, kultuuri/maja;culture center;;17
kummik, kummiku, kummikut;wellington;;17
kurb, kurva, kurba;sad, unhappy;;17
Kuressaare, Kuressaare, Kuressaaret;Kuressaare (Estonian place name);;17
kurgi/salat, kurgi/salati, kurgi/salatit;cucumber salad;;17
kuri, kurja, kurja;evil, malicious;;17
kurk, kurgi, kurki;cucumber;;17
kurvalt;sadly;;17
kuuekesi;six of us together;;17
kuues, kuuenda, kuuendat;sixth;;17
kuus, kuue, kuut;six;;17
kuus/kümmend, kuue/kümne, kuut/kümmend;sixty;;17
kuus/sada, kuue/saja, kuut/sada;six hundred;;17
kuus/teist, kuue/teist/kümne, kuut/teist/kümmet;sixteen;;17
kõhna/võitu;a little too skinny;;17
kõhu/valu, kõhu/valu, kõhu/valu;stomach ache;;17
kõrge/võitu;a little too high;;17
kõrv, kõrva, kõrva;ear;;17
kõrva/rõngas, kõrva/rõnga, kõrva/rõngast;earring;;17
kõrvits, kõrvitsa, kõrvitsat;pumpkin;;17
kõrvitsa/salat, kõrvitsa/salati, kõrvitsa/salatit;pumpkin salad;;17
kõva, kõva, kõva;loud, hard;;17
kõvasti;loudly;;17
Kärdla, Kärdla, Kärdlat;Kärdla (Estonian place name);;17
Kärt, Kärdi, Kärti;Kärt (female name);;17
kätte saama, kätte saa/da, saa/n kätte;to get;;17
käärid;scissors;;17
küla, küla, küla;village;;17
külastaja, külastaja, külastajat;visitor;;17
külm/kapp, külm/kapi, külm/kappi;fridge;;17
külma/võitu;a little too cold;;17
külmetus, külmetuse, külmetust;cold, influenza;;17
kümme, kümne, kümmet;ten;;17
kümne/eurone, kümne/eurose, kümne/eurost;ten euro note;;17
kümne/sendine, kümne/sendise, kümne/sendist;ten cent coin;;17
kümnes, kümnenda, kümnendat;tenth;;17
küünar/nukk, küünar/nuki,küünar/nukki;elbow;;17
küüs/lauk, küüs/laugu,küüs/lauku;garlic bulb;;17
laev, laeva, laeva;ship, boat;;17
lahutatud;divorced;;17
lakk, laki, lakki;hairspray;;17
lamp, lambi, lampi;lamp;;17
laste/aia/kasvataja, laste/aia/kasvataja, laste/aia/kasvatajat;kindergarten teacher;;17
laste/arst, laste/arsti, laste/arsti;pediatrician;;17
laste/haigla, laste/haigla, laste/haiglat;children's hospital;;17
laste/riiete pood, laste/riiete poe,laste/riiete pood;children's clothes shop;;17
laste/tuba, laste/toa, laste/tuba;nursery;;17
latt, lati, latti;chunk (for sausage);;17
lau/päev, lau/päeva, lau/päeva;Saturday;;17
laud/lina, laud/lina, laud/lina;tablecloth;;17
laup, lauba, laupa;forehead;;17
Laupäevani!;Till Saturday!;;17
Laur, Lauri, Lauri;Laur (male name);;17
Leedu , Leedu, Leedut;Lithuania;;17
leedu keel, leedu keele, leedu keelt;Lithuanian;;17
leedukas, leeduka, leedukat;Lithuanian;;17
lehe/külg, lehe/külje,lehe/külge;page;;17
lennuk, lennuki, lennukit;plane;;17
lesk, lese, leske;widow;;17
liha/pirukas, liha/piruka, liha/pirukat;meat pie;;17
Liisi, Liisi, Liisit;Liisi (female name);;17
lill/kapsas, lill/kapsa, lill/kapsast;cauliflower;;17
lilla , lilla, lillat;purple;;17
lille/pood, lille/poe, lille/poodi;florists;;17
lilleline, lillelise, lillelist;flowery;;17
lips, lipsu, lipsu;tie;;17
lk (lehe/külg);page;;17
loe, loode, loet;northwest;;17
London, Londoni, Londonit;London;;17
loode/tuul, loode/tuule, loode/tuult;northwestern wind;;17
Loode-Eesti, Loode-Eesti, Loode-Eestit;northwestern Estonia;;17
lugu/peetud;respected;;17
Lugupidamisega;sincerely;;17
lukustamata;unlocked;;17
lusikas, lusika, lusikat;spoon;;17
luu/murd, luu/murru, luu/murdu;bone fracture;;17
lõug, lõua, lõuga;chin;;17
lõuna, lõuna, lõunat;south, lunch;;17
Läti , Läti, Lätit;Latvia;;17
lätlane, lätlase, lätlast;Latvian;;17
Lääne/maa, Lääne/maa, Lääne/maad;Lääne County;;17
Lääne-Eesti, Lääne-Eesti, Lääne-Eestit;western Estonia;;17
Lääne-Viru/maa, Lääne-Viru/maa, Lääne-Viru/maad;West Viru County;;17
lääs, lääne, läänt;west;;17
lörts, lörtsi, lörtsi;slush;;17
lörtsine, lörtsise, lörtsist;slushy;;17
lööma, lüü/a, löö/n;to strike, to hit;;17
ma (mina), mu (minu), mind;I;;17
Maarika, Maarika, Maarikat;Maarika (female name);;17
Madrid, Madridi, Madridi;Madrid;;17
mai, mai, maid;May;;17
Maie, Maie, Maiet;Maie (female name);;17
mais, maisi, maisi;corn;;17
maja/elanik, maja/elaniku,maja/elanikku;inhabitant;;17
maja/pidamis/tarvete kauplus, maja/pidamis/tarvete kaupluse, maja/pidamis/tarvete kauplust;shop of household goods;;17
maksmine, maksmise, maksmist;paying;;17
mandariin, mandariini, mandariini;tangerine;;17
Marge, Marge, Marget;Marge (female name);;17
Marika, Marika, Marikat;Marika (female name);;17
marjule minema, marjule min/na, lähe/n marjule;to go picking berries;;17
mark, margi, marki;stamp;;17
Marko, Marko, Markot;Marko (male name);;17
Mati, Mati, Matit;Mati (male name);;17
Meelis, Meelise, Meelist;Meelis (male name);;17
meeste;men's;;17
meeste/riiete pood, meeste/riiete poe,meeste/riiete poodi;men's clothes shop;;17
meie (me), meie (me), meid;we;;17
meile;to us, for us;;17
mere/mees, mere/mehe, mere/meest;seaman, sailor;;17
meri, mere, merd;sea;;17
mess, messi, messi;fair;;17
metall , metalli, metalli;metal;;17
metallist;made of metal;;17
Miina, Miina, Miinat;Miina (female name);;17
minia, minia, miniat;daughter-in-law;;17
minul (mul) on;I have;;17
minule (mulle);to me, for me;;17
miski, millegi, midagi;something;;17
mitte/söödav, mitte/söödava, mitte/söödavat;unedible;;17
mitte/tulundus/ühing, mitte/tulundus/ühingu, mitte/tulundus/ühingut;non-profit organisation;;17
mobiil/telefon, mobiil/telefoni, mobiil/telefoni;mobile phone;;17
moosi/pirukas, moosi/piruka, moosi/pirukat;jam pie;;17
Moskva, Moskva, Moskvat;Moscow;;17
mulle (minule);to me, for me;;17
must, musta, musta;black;;17
mängu/asja/pood, mängu/asja/poe,mängu/asja/poodi;toy shop;;17
märts, märtsi, märtsi;March;;17
möbleerimata;unfurnished;;17
mööbli/pood, mööbli/poe, mööbli/poodi;furniture shop;;17
müristama, mürista/da, mürista/b;to thunder;;17
müüdud;sold;;17
müümata;unsold;;17
nad (nemad), nende, neid;they;;17
nahast;made of leather;;17
nahk, naha, nahka;leather;;17
naiste;women's;;17
naiste/riiete pood, naiste/riiete poe,naiste/riiete poodi;women's clothes shop;;17
Narva-Jõe/suu, Narva-Jõe/suu, Narva-Jõe/suud;Narva- Jõesuu (Estonian place name);;17
